user,hit,tier,history_length,n_targets,n_candidates,category_match,level_match,mean_target_popularity_rank,mean_recommended_popularity_rank
U00287,False,minimal,1,1,59,False,False,57.0,23.8
U00292,False,rich,11,1,49,True,True,10.0,9.5
U00293,False,rich,9,4,51,True,True,30.75,12.0
U00298,False,rich,13,1,47,False,True,49.0,9.6
U00301,False,rich,13,1,47,True,True,20.0,11.4
U00303,True,rich,13,1,47,True,True,4.0,9.5
U00308,True,moderate,3,1,57,False,True,0.0,22.2
U00310,True,moderate,6,5,54,True,True,23.6,11.9
U00314,False,moderate,2,1,58,True,True,32.0,19.9
U00315,True,rich,9,3,51,True,True,25.333333333333332,13.2
U00321,False,rich,10,4,50,True,True,24.25,11.8
U00322,False,rich,13,1,47,True,True,41.0,14.8
U00323,False,rich,14,1,46,True,True,27.0,12.6
U00327,False,moderate,3,1,57,True,False,55.0,26.0
U00328,False,rich,13,2,47,True,True,33.5,11.2
U00329,False,rich,11,1,49,False,True,56.0,15.0
U00330,False,rich,11,3,49,False,True,28.333333333333332,14.1
U00334,False,rich,11,2,49,True,True,47.0,11.4
U00338,False,rich,12,2,48,False,True,30.5,15.0
U00339,True,rich,11,5,49,True,True,29.2,9.2
U00340,False,rich,13,1,47,True,True,59.0,16.8
U00351,True,rich,9,4,51,True,True,22.5,9.1
U00352,True,rich,10,5,50,True,True,26.8,12.2
U00353,False,rich,9,5,51,True,True,39.4,13.9
U00356,True,rich,13,2,47,True,True,17.5,11.4
U00357,True,rich,13,2,47,True,True,41.5,18.5
U00362,True,rich,10,3,50,True,True,32.666666666666664,13.0
U00365,False,moderate,8,5,52,True,True,38.4,9.5
U00370,False,minimal,1,1,59,False,False,11.0,22.1
U00378,False,minimal,1,1,59,False,False,54.0,22.4
U00379,True,rich,11,3,49,True,True,36.666666666666664,10.9
U00382,False,moderate,2,1,58,False,False,37.0,19.9
U00383,True,rich,12,3,48,True,True,33.666666666666664,12.6
U00384,False,minimal,1,1,59,False,False,37.0,25.0
U00386,True,minimal,1,1,59,False,True,0.0,20.7
U00394,False,rich,10,1,50,True,True,7.0,11.4
U00398,False,moderate,2,1,58,False,False,42.0,24.0
U00399,False,moderate,8,4,52,True,True,25.0,11.9
U00401,False,minimal,1,1,59,False,False,1.0,19.9
U00404,False,rich,11,3,49,True,True,30.666666666666668,11.2
U00405,False,minimal,1,1,59,True,False,48.0,22.0
U00406,True,rich,14,1,46,True,True,1.0,15.9
U00407,False,rich,10,5,50,True,True,29.0,9.5
U00411,True,rich,10,2,50,False,True,2.0,10.5
U00412,False,moderate,3,1,57,True,True,29.0,21.7
U00415,False,rich,9,4,51,True,True,34.75,8.4
U00418,False,moderate,2,1,58,False,True,20.0,21.7
U00422,False,moderate,2,1,58,False,True,24.0,22.3
U00423,True,rich,9,3,51,True,True,33.0,11.6
U00424,True,rich,10,1,50,False,True,23.0,13.8
U00426,True,moderate,3,1,57,False,True,46.0,21.3
U00427,False,rich,12,4,48,True,True,29.75,14.3
U00437,False,moderate,2,1,58,False,True,6.0,21.7
U00438,True,rich,12,2,48,False,True,27.0,14.5
U00444,True,moderate,8,5,52,False,True,27.6,12.8
U00446,True,minimal,1,1,59,False,True,15.0,22.7
U00449,True,rich,10,4,50,True,True,25.5,13.7
U00450,True,moderate,7,5,53,True,True,24.8,12.9
U00452,False,moderate,2,1,58,False,True,44.0,23.5
U00454,False,moderate,3,1,57,False,True,41.0,9.5
U00455,False,moderate,2,1,58,False,False,50.0,24.4
U00456,False,minimal,1,1,59,False,False,1.0,20.4
U00457,False,minimal,1,1,59,False,True,21.0,21.7
U00460,False,minimal,1,1,59,False,False,6.0,22.5
U00462,False,minimal,1,1,59,False,False,44.0,22.1
U00464,True,rich,10,2,50,True,True,25.5,14.1
U00466,False,minimal,1,1,59,False,False,52.0,22.1
U00469,False,minimal,1,1,59,False,False,40.0,21.7
U00475,False,moderate,2,1,58,False,False,23.0,21.7
U00476,True,minimal,1,1,59,False,True,16.0,21.7
U00488,False,minimal,1,1,59,False,False,18.0,22.1
U00489,False,moderate,2,1,58,False,True,38.0,22.7
U00494,False,rich,11,2,49,True,True,39.0,11.7
U00495,True,minimal,1,1,59,False,True,43.0,22.7
U00497,True,moderate,2,1,58,True,True,15.0,22.7
U00500,False,minimal,1,1,59,False,False,58.0,22.1
U00514,True,minimal,1,2,59,True,True,46.5,22.7
U00515,False,minimal,1,1,59,False,False,1.0,22.4
U00524,False,minimal,1,1,59,True,False,24.0,22.1
U00527,False,minimal,1,1,59,False,False,26.0,21.7
U00529,False,minimal,1,1,59,False,False,36.0,21.7
U00533,False,minimal,1,1,59,False,False,57.0,23.3
U00534,False,moderate,3,1,57,False,True,15.0,21.7
U00537,False,minimal,1,1,59,False,True,44.0,22.0
U00543,True,rich,10,3,50,False,True,20.666666666666668,11.1
U00548,False,rich,12,2,48,True,True,38.5,12.4
U00551,False,moderate,3,1,57,False,True,24.0,21.7
U00552,True,minimal,1,1,59,False,True,51.0,22.7
U00556,False,rich,11,3,49,True,True,51.333333333333336,13.4
U00559,True,rich,10,1,50,True,True,4.0,13.4
U00562,False,rich,11,4,49,True,True,35.0,12.0
U00566,False,minimal,1,1,59,False,False,26.0,24.4
U00569,True,moderate,8,6,52,True,True,35.666666666666664,11.2
U00570,True,rich,12,2,48,True,True,16.0,13.6
U00572,True,rich,10,3,50,True,True,20.0,12.0
U00573,True,rich,9,2,51,True,True,31.0,14.2
U00574,False,rich,12,2,48,True,True,42.0,11.1
U00576,False,moderate,8,5,52,True,True,38.4,11.9
U00581,False,minimal,1,1,59,False,False,35.0,21.7
U00584,False,rich,10,4,50,True,True,41.5,11.4
U00585,False,minimal,1,1,59,False,True,40.0,23.5
U00592,True,rich,12,2,48,True,True,24.5,12.5
U00595,False,rich,11,3,49,True,True,41.333333333333336,11.4
U00602,True,moderate,2,1,58,False,True,14.0,22.7
U00604,False,rich,12,2,48,True,True,46.5,13.0
U00605,False,minimal,1,2,59,False,False,30.5,21.7
U00607,False,minimal,1,1,59,False,False,58.0,21.7
U00609,True,moderate,2,2,58,False,True,18.0,22.4
U00616,False,minimal,1,1,59,False,False,46.0,25.4
U00619,False,moderate,8,4,52,False,True,26.25,11.1
U00622,True,rich,10,3,50,True,True,12.666666666666666,13.7
U00625,False,moderate,2,2,58,True,True,33.5,21.7
U00628,True,minimal,1,1,59,False,True,15.0,22.7
U00630,False,moderate,2,1,58,True,False,24.0,21.7
U00633,False,rich,11,3,49,True,True,37.666666666666664,10.9
U00636,False,rich,12,1,48,True,True,56.0,14.9
U00637,False,minimal,1,1,59,False,False,17.0,22.7
U00639,True,rich,13,1,47,True,True,9.0,11.3
U00651,True,moderate,2,2,58,True,True,53.0,22.7
U00661,False,moderate,3,1,57,True,False,51.0,26.5
U00666,False,rich,9,3,51,True,True,33.666666666666664,12.6
U00687,True,rich,10,5,50,True,True,32.0,9.5
U00688,True,minimal,1,1,59,True,True,7.0,21.7
U00701,False,rich,10,4,50,True,True,44.25,13.4
U00702,False,moderate,2,1,58,False,False,15.0,27.2
U00704,False,rich,11,2,49,True,True,24.0,12.6
U00706,False,minimal,1,1,59,False,False,11.0,25.0
U00709,False,rich,12,2,48,True,True,31.0,12.9
U00714,True,moderate,2,1,58,False,True,43.0,24.4
U00718,False,minimal,1,1,59,False,True,25.0,19.9
U00723,True,rich,12,2,48,False,True,19.0,9.5
U00724,False,rich,13,2,47,True,True,39.5,10.2
U00727,False,moderate,3,1,57,False,True,34.0,9.5
U00734,False,moderate,3,1,57,True,False,1.0,22.3
U00741,False,moderate,3,1,57,True,True,29.0,22.1
U00743,False,moderate,3,1,57,False,True,28.0,9.5
U00745,True,minimal,1,1,59,False,True,47.0,22.4
U00746,True,minimal,1,1,59,False,True,19.0,21.7
U00748,True,minimal,1,1,59,False,True,34.0,23.2
U00760,True,moderate,8,5,52,True,True,25.6,11.3
U00765,True,moderate,8,3,52,True,True,28.666666666666668,13.6
U00767,False,rich,12,2,48,False,True,18.5,9.0
U00768,False,minimal,1,1,59,False,False,43.0,21.7
U00772,True,rich,10,3,50,True,True,17.0,13.3
U00775,False,rich,11,3,49,True,True,37.0,7.6
U00777,False,moderate,3,1,57,False,True,24.0,24.0
U00786,True,rich,10,3,50,True,True,15.666666666666666,9.1
U00787,False,moderate,8,1,52,True,True,14.0,11.0
U00791,False,minimal,1,1,59,False,True,35.0,25.4
U00794,False,minimal,1,1,59,False,False,47.0,22.7
U00795,True,moderate,2,1,58,False,True,14.0,22.7
U00811,False,moderate,2,1,58,True,True,15.0,24.0
U00812,False,moderate,2,1,58,True,True,43.0,23.8
U00813,False,minimal,1,3,59,False,False,21.666666666666668,23.2
U00816,False,moderate,2,1,58,False,True,35.0,24.7
U00819,False,rich,12,2,48,True,True,28.5,11.2
U00821,True,rich,10,3,50,False,True,40.333333333333336,9.5
U00825,False,moderate,2,1,58,False,False,1.0,28.2
U00828,False,moderate,2,1,58,False,True,41.0,21.7
U00829,False,rich,15,1,45,True,True,15.0,11.8
U00833,False,moderate,2,1,58,False,True,37.0,21.7
U00836,True,moderate,8,7,52,True,True,33.857142857142854,9.5
U00838,True,moderate,7,5,53,True,True,26.4,13.2
U00840,True,minimal,1,2,59,False,True,15.0,22.1
U00842,False,minimal,1,1,59,False,False,35.0,19.9
U00848,False,moderate,3,1,57,True,True,41.0,23.8
U00850,True,rich,12,3,48,True,True,11.333333333333334,11.6
U00852,False,rich,11,2,49,True,True,15.0,11.7
U00858,False,rich,12,3,48,True,True,37.0,11.7
U00870,True,moderate,8,7,52,True,True,28.857142857142858,14.0
U00874,False,rich,11,1,49,False,True,43.0,10.7
U00876,True,rich,11,3,49,False,True,35.333333333333336,12.7
U00881,True,rich,14,2,46,True,True,9.5,11.7
U00883,False,moderate,2,1,58,False,True,30.0,23.3
U00888,False,moderate,3,1,57,False,True,32.0,9.5
U00890,True,minimal,1,1,59,False,True,22.0,25.0
U00891,False,minimal,1,1,59,False,False,44.0,26.4
U00893,False,rich,11,1,49,False,True,18.0,11.4
U00896,False,moderate,3,1,57,False,True,37.0,24.4
U00898,False,moderate,8,4,52,True,True,43.5,11.4
U00903,False,rich,11,2,49,True,True,36.5,13.7
U00910,False,moderate,2,1,58,False,False,29.0,22.7
U00911,False,moderate,6,4,54,True,True,30.0,13.4
U00917,False,rich,12,3,48,True,True,34.666666666666664,9.5
U00919,False,rich,10,4,50,True,True,32.75,12.2
U00925,False,minimal,1,1,59,False,False,26.0,23.0
U00926,False,minimal,1,1,59,False,False,48.0,22.7
U00928,True,rich,10,2,50,True,True,27.0,12.6
U00929,False,moderate,2,2,58,True,True,49.0,24.4
U00930,False,moderate,2,1,58,False,True,29.0,23.0
U00948,True,minimal,1,2,59,False,True,18.5,22.1
U00949,False,moderate,2,2,58,True,False,17.5,24.4
U00955,False,moderate,2,1,58,False,True,13.0,9.5
U00959,True,rich,10,3,50,True,True,20.333333333333332,12.6
U00961,True,rich,13,1,47,True,True,25.0,12.3
U00967,True,rich,11,3,49,True,True,32.333333333333336,9.5
U00976,False,rich,9,3,51,True,True,35.666666666666664,10.9
U00979,False,moderate,2,1,58,False,True,43.0,21.7
U00981,False,rich,12,1,48,True,True,27.0,11.8
U00986,False,minimal,1,1,59,True,False,28.0,24.0
U00989,False,moderate,7,5,53,True,True,35.2,9.5
U00995,False,minimal,1,1,59,False,False,28.0,22.7
U00997,False,rich,13,2,47,True,True,19.5,14.4
U01000,False,rich,10,2,50,True,True,50.0,9.0
U01006,False,minimal,1,1,59,False,False,21.0,22.1
U01014,False,moderate,2,1,58,False,True,37.0,23.8
U01015,True,rich,13,2,47,True,True,25.0,15.7
U01020,True,rich,10,2,50,True,True,24.0,9.5
U01022,False,rich,10,3,50,True,True,36.0,13.4
U01031,False,rich,11,2,49,True,True,28.5,11.0
U01032,True,rich,12,2,48,True,True,27.5,15.0
U01033,True,rich,10,3,50,True,True,43.666666666666664,15.4
U01034,True,rich,9,3,51,True,True,16.666666666666668,11.8
U01043,True,moderate,2,2,58,True,True,40.5,21.7
U01056,False,minimal,1,1,59,False,False,12.0,24.4
U01064,False,minimal,1,1,59,False,False,11.0,23.6
U01065,False,moderate,3,1,57,False,True,24.0,23.2
U01066,True,moderate,7,5,53,True,True,22.0,12.0
U01071,False,minimal,1,1,59,False,False,25.0,21.7
U01073,False,minimal,1,1,59,False,False,30.0,21.7
U01075,True,minimal,1,1,59,False,True,15.0,23.0
U01079,False,rich,11,2,49,False,True,27.5,13.7
U01083,True,rich,10,5,50,True,True,26.0,11.2
U01084,False,rich,12,1,48,True,True,32.0,13.7
U01085,False,minimal,1,1,59,False,True,29.0,22.1
U01088,False,minimal,1,1,59,False,False,59.0,21.7
U01091,True,minimal,1,1,59,False,True,8.0,21.2
U01092,True,rich,11,4,49,True,True,20.5,9.0
U01094,False,minimal,1,1,59,False,False,25.0,25.8
U01096,True,rich,12,4,48,True,True,19.5,15.5
U01102,False,minimal,1,1,59,False,False,49.0,24.0
U01108,False,moderate,2,2,58,False,True,27.0,21.7
U01110,False,minimal,1,1,59,True,True,34.0,21.7
U01122,False,minimal,1,1,59,True,False,52.0,22.7
U01123,True,rich,12,3,48,True,True,30.666666666666668,10.5
U01143,False,rich,11,3,49,True,True,48.333333333333336,12.1
U01146,False,rich,10,3,50,True,True,39.0,11.8
U01149,False,moderate,2,2,58,False,True,18.0,23.0
U01151,False,rich,12,2,48,True,True,26.0,11.5
U01157,False,moderate,3,1,57,False,True,11.0,29.7
U01158,False,rich,11,1,49,False,True,26.0,11.8
U01163,False,rich,11,2,49,True,True,30.5,10.1
U01167,False,rich,10,1,50,False,True,45.0,12.0
U01170,False,rich,12,2,48,True,True,38.0,10.2
U01176,False,moderate,2,1,58,False,False,27.0,23.6
U01177,True,moderate,8,5,52,True,True,30.2,10.8
U01178,False,minimal,1,1,59,False,False,33.0,24.4
U01179,False,minimal,1,1,59,False,False,31.0,22.7
U01180,True,moderate,7,6,53,True,True,27.5,13.3
U01193,True,minimal,1,1,59,False,True,11.0,20.4
U01197,False,rich,13,1,47,False,True,26.0,11.1
U01203,True,rich,12,4,48,True,True,31.0,12.8
U01221,False,rich,12,1,48,False,True,51.0,10.8
U01229,False,minimal,1,1,59,False,False,4.0,26.4
U01231,False,rich,10,4,50,True,True,25.25,11.8
U01233,False,rich,9,2,51,True,True,56.0,11.8
U01235,False,rich,11,3,49,True,True,27.0,11.1
U01237,True,rich,10,3,50,True,True,10.333333333333334,13.5
U01239,True,rich,10,2,50,False,True,16.0,12.6
U01241,True,minimal,1,1,59,False,True,13.0,23.2
U01242,True,minimal,1,1,59,False,True,28.0,21.7
U01243,False,minimal,1,1,59,False,False,18.0,22.1
U01244,True,rich,11,3,49,True,True,21.666666666666668,9.0
U01246,False,minimal,1,1,59,False,False,45.0,22.4
U01248,True,minimal,1,1,59,False,True,7.0,23.3
U01249,False,rich,13,1,47,True,True,32.0,11.2
U01250,True,rich,9,6,51,True,True,30.5,11.6
U01251,True,minimal,1,1,59,False,True,19.0,21.7
U01255,True,moderate,3,1,57,False,True,55.0,27.2
U01257,False,minimal,1,1,59,False,False,33.0,21.7
U01258,False,moderate,3,1,57,False,True,20.0,22.0
U01261,True,rich,11,2,49,False,True,24.0,9.5
U01262,False,moderate,3,1,57,False,False,46.0,25.8
U01266,True,rich,12,2,48,True,True,26.0,12.3
U01267,False,rich,12,2,48,True,True,30.0,11.7
U01268,True,rich,11,2,49,True,True,20.0,12.0
U01276,True,minimal,1,1,59,False,True,2.0,26.1
U01277,False,rich,10,2,50,True,True,39.5,11.8
U01281,False,rich,11,2,49,True,True,32.0,14.2
U01282,False,moderate,2,1,58,False,False,45.0,21.7
U01284,True,rich,11,4,49,True,True,15.25,12.6
U01286,True,rich,10,3,50,True,True,22.333333333333332,16.5
U01287,False,rich,9,3,51,True,True,34.0,9.5
U01290,False,rich,12,2,48,True,True,21.0,12.0
U01295,True,moderate,3,1,57,False,True,2.0,22.1
U01303,False,minimal,1,1,59,False,False,42.0,25.4
U01304,False,minimal,1,1,59,False,True,32.0,20.4
U01305,True,minimal,1,2,59,False,True,15.0,21.7
U01310,False,moderate,2,1,58,False,True,5.0,23.3
U01315,False,rich,11,2,49,True,True,35.5,11.3
U01318,True,rich,11,3,49,False,True,20.0,9.1
U01320,False,moderate,3,1,57,False,False,5.0,19.9
U01321,False,rich,9,5,51,True,True,42.8,10.7
U01322,True,rich,10,2,50,False,True,18.5,15.3
U01331,True,rich,12,1,48,True,True,1.0,13.8
U01332,True,moderate,7,5,53,False,True,40.8,13.5
U01334,False,rich,9,4,51,True,True,37.0,11.9
U01336,True,moderate,7,7,53,True,True,27.571428571428573,9.5
U01337,False,rich,13,3,47,True,True,35.666666666666664,11.0
U01338,True,minimal,1,2,59,False,True,31.0,21.7
U01340,False,minimal,1,1,59,False,False,41.0,22.8
U01341,False,moderate,2,1,58,True,False,42.0,24.4
U01343,False,rich,10,4,50,True,True,40.25,11.8
U01344,False,rich,11,3,49,True,True,35.666666666666664,9.5
U01346,False,rich,13,2,47,False,True,17.0,12.8
U01347,False,rich,12,1,48,True,True,16.0,15.1
U01350,False,rich,11,2,49,True,True,27.5,12.5
U01351,False,minimal,1,1,59,False,False,39.0,24.4
U01352,False,rich,11,2,49,False,True,16.0,9.5
U01355,False,rich,12,1,48,True,True,54.0,12.2
U01356,True,minimal,1,2,59,False,True,12.5,22.1
U01364,True,rich,9,4,51,True,True,38.0,14.5
U01365,True,rich,11,3,49,True,True,35.0,11.8
U01375,True,rich,10,3,50,False,True,35.333333333333336,13.6
U01377,False,moderate,2,2,58,True,True,29.0,22.4
U01379,True,minimal,1,1,59,False,True,0.0,22.7
U01390,False,minimal,1,1,59,False,False,43.0,23.2
U01392,False,moderate,2,1,58,False,True,22.0,21.7
U01394,False,rich,10,4,50,True,True,33.5,16.2
U01395,True,rich,11,3,49,True,True,22.0,8.8
U01397,True,rich,10,3,50,True,True,16.666666666666668,12.9
U01399,False,rich,15,1,45,True,True,45.0,15.9
U01405,False,rich,11,1,49,False,True,31.0,12.9
U01411,False,rich,11,4,49,True,True,34.75,12.9
U01414,False,rich,14,2,46,True,True,35.0,11.9
U01417,False,minimal,1,1,59,True,False,14.0,22.0
U01429,False,rich,12,3,48,True,True,22.333333333333332,15.4
U01430,True,rich,11,2,49,True,True,11.0,11.3
U01432,False,rich,10,2,50,True,True,24.5,14.2
U01434,False,minimal,1,1,59,False,False,35.0,24.4
U01435,False,rich,12,1,48,True,True,36.0,12.7
U01438,False,moderate,3,1,57,True,False,21.0,20.4
U01440,True,minimal,1,1,59,True,True,12.0,22.1
U01442,True,minimal,1,2,59,False,True,24.5,21.7
U01444,False,minimal,1,1,59,False,False,31.0,22.1
U01445,True,moderate,7,5,53,True,True,33.0,9.5
U01450,False,rich,9,2,51,True,True,48.5,11.6
U01451,False,rich,10,1,50,True,True,41.0,13.3
U01452,False,minimal,1,1,59,False,True,21.0,21.7
U01454,False,minimal,1,1,59,False,False,18.0,23.3
U01455,True,rich,12,2,48,True,True,16.5,14.5
U01460,False,rich,12,1,48,False,True,57.0,12.9
U01466,True,minimal,1,1,59,False,True,13.0,22.4
U01469,False,minimal,1,1,59,False,True,44.0,22.3
U01472,False,rich,10,2,50,True,True,38.5,11.6
U01473,True,rich,14,1,46,True,True,30.0,13.1
U01475,False,rich,13,2,47,True,True,23.5,12.2
U01487,False,minimal,1,1,59,False,False,47.0,24.0
U01488,False,rich,11,1,49,True,True,8.0,12.8
U01496,False,rich,10,3,50,True,True,27.333333333333332,10.9
U01497,False,rich,9,4,51,True,True,35.75,13.4
U01500,True,rich,11,2,49,False,True,15.0,14.7
U01505,True,minimal,1,2,59,False,True,7.5,24.4
U01506,True,rich,11,4,49,True,True,18.75,11.8
U01511,False,rich,10,3,50,True,True,36.666666666666664,9.5
U01512,False,rich,9,3,51,True,True,42.333333333333336,12.6
U01517,False,rich,13,1,47,True,True,10.0,9.5
U01522,True,rich,9,5,51,True,True,27.2,9.5
U01526,True,rich,11,1,49,True,True,23.0,12.8
U01528,True,rich,13,1,47,True,True,0.0,9.4
U01529,False,moderate,2,1,58,False,False,5.0,21.7
U01530,False,rich,14,1,46,True,True,8.0,14.4
U01531,True,rich,10,4,50,True,True,16.75,13.3
U01533,False,moderate,2,1,58,False,True,38.0,21.7
U01536,True,moderate,8,4,52,True,True,33.5,9.5
U01537,False,moderate,2,1,58,False,True,41.0,22.7
U01541,False,moderate,3,1,57,False,True,21.0,22.0
U01543,False,rich,14,2,46,True,True,36.5,14.4
U01547,False,minimal,1,1,59,False,True,53.0,20.4
U01553,False,rich,12,3,48,True,True,28.333333333333332,16.7
U01570,False,minimal,1,1,59,False,False,56.0,22.7
U01575,False,rich,11,2,49,False,True,26.0,12.6
U01578,True,rich,12,3,48,True,False,34.0,9.1
U01586,False,rich,12,2,48,True,True,49.0,14.0
U01591,False,minimal,1,1,59,False,False,4.0,22.3
U01595,False,minimal,1,1,59,False,False,41.0,21.7
U01602,False,rich,12,1,48,False,True,51.0,14.7
U01618,False,rich,12,1,48,True,True,38.0,9.5
U01625,False,minimal,1,2,59,False,True,36.5,26.4
U01627,True,rich,9,4,51,False,True,17.75,11.0
U01628,True,rich,10,4,50,True,True,29.0,11.1
U01635,True,rich,9,5,51,True,True,37.0,13.0
U01644,True,moderate,2,1,58,True,True,19.0,24.0
U01645,True,moderate,2,1,58,False,True,7.0,23.2
U01647,True,rich,10,3,50,True,True,13.666666666666666,14.3
U01648,False,moderate,3,1,57,False,True,28.0,9.5
U01649,False,rich,9,4,51,True,True,33.25,11.1
U01654,False,rich,14,1,46,True,True,41.0,10.2
U01656,False,rich,11,1,49,False,True,13.0,9.5
U01659,False,moderate,2,1,58,False,False,52.0,9.5
U01662,True,rich,12,3,48,True,True,18.333333333333332,10.1
U01666,True,rich,12,2,48,True,True,10.0,12.8
U01671,True,rich,14,1,46,True,True,24.0,14.3
U01674,False,rich,12,2,48,True,True,16.0,13.6
U01682,False,minimal,1,1,59,False,False,15.0,24.0
U01692,True,moderate,5,7,55,False,True,24.142857142857142,9.5
U01695,True,rich,10,3,50,False,True,31.0,8.9
U01696,False,minimal,1,1,59,False,False,23.0,24.0
U01702,False,rich,13,1,47,True,True,12.0,12.9
U01708,True,rich,13,1,47,True,True,6.0,9.1
U01713,False,moderate,3,1,57,False,True,9.0,22.1
U01720,True,rich,11,4,49,True,True,27.0,9.1
U01721,False,rich,9,1,51,True,True,34.0,13.9
U01724,True,rich,10,6,50,True,True,24.5,9.5
U01726,False,rich,11,2,49,True,True,17.0,12.3
U01728,False,minimal,1,1,59,False,False,43.0,21.7
U01729,False,rich,11,4,49,True,True,35.5,13.1
U01742,False,minimal,1,1,59,True,False,24.0,26.1
U01745,True,rich,10,3,50,True,True,18.333333333333332,13.5
U01746,True,rich,9,5,51,True,True,24.8,11.3
U01752,False,moderate,3,1,57,False,False,35.0,20.4
U01762,True,rich,12,3,48,False,True,38.333333333333336,14.8
U01764,False,minimal,1,1,59,False,True,25.0,22.7
U01773,True,rich,11,5,49,True,True,23.6,9.5
U01776,False,minimal,1,1,59,False,False,27.0,20.4
U01783,True,minimal,1,2,59,False,True,33.0,21.7
U01786,True,rich,11,2,49,True,True,30.0,12.9
U01789,True,rich,11,4,49,True,True,20.25,11.3
U01795,True,rich,11,2,49,True,True,9.0,11.1
U01803,True,moderate,2,1,58,False,True,51.0,23.5
U01805,False,rich,13,2,47,True,True,17.0,11.2
U01809,False,moderate,8,5,52,True,True,35.4,11.7
U01810,True,rich,11,4,49,True,True,27.25,9.5
U01812,False,rich,10,5,50,True,True,34.2,13.4
U01816,True,minimal,1,1,59,False,True,46.0,24.4
U01820,False,rich,12,3,48,True,True,40.666666666666664,13.8
U01822,False,rich,14,1,46,True,True,18.0,11.5
U01825,False,rich,11,3,49,False,True,49.666666666666664,13.6
U01840,True,rich,11,3,49,False,True,14.333333333333334,9.5
U01842,False,rich,11,2,49,True,True,48.0,12.5
U01850,False,moderate,2,1,58,True,False,0.0,26.4
